buid,Plan,Building,Tier,Category,Production Time,Resource Type,Resource,Resource Quantity,Resource Dependency
3-11-LB-LBFM,Mountains,Light Bulb Factory (Mountains),11,Light Bulb,N/A,Build Resource,Nails**,22,Fastener Factory**
3-11-LB-LBFM,Mountains,Light Bulb Factory (Mountains),11,Light Bulb,N/A,Maintenance Resource,Soup**,3,Soup Kitchen**
3-11-LB-LBFM,Mountains,Light Bulb Factory (Mountains),11,Light Bulb,N/A,Maintenance Resource,Carrot Juice**,3,Carrot Juice Kitchen**
3-11-LB-LBFM,Mountains,Light Bulb Factory (Mountains),11,Light Bulb,N/A,Maintenance Resource,Cigar**,3,Cigar Factory**
3-11-C-MWM,Mountains,Marquetry Workshop (Mountains),11,Cigars,30,Output Resource,Casket**,1,N/A
3-11-C-MWM,Mountains,Marquetry Workshop (Mountains),11,Cigars,N/A,Input Resource,Oak Plank**,1,Sawmill**
3-11-C-MWM,Mountains,Marquetry Workshop (Mountains),11,Cigars,N/A,Build Resource,Stone**,13,Quarry**
3-11-C-MWM,Mountains,Marquetry Workshop (Mountains),11,Cigars,N/A,Build Resource,Oak Plank**,12,Sawmill**
3-11-C-MWM,Mountains,Marquetry Workshop (Mountains),11,Cigars,N/A,Build Resource,Nails**,10,Fastener Factory**
3-11-C-MWM,Mountains,Marquetry Workshop (Mountains),11,Cigars,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
3-11-C-MWM,Mountains,Marquetry Workshop (Mountains),11,Cigars,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
3-11-C-MWM,Mountains,Marquetry Workshop (Mountains),11,Cigars,N/A,Maintenance Resource,Watch**,1,Watch Factory**
3-03-MC-MFM,Mountains,Milk Farm (Mountains),8,Milk Can,N/A,Input Resource,Can**,1,Can Factory**
3-03-MC-MFM,Mountains,Milk Farm (Mountains),8,Milk Can,N/A,Input Resource,Milk**,1,Goat Farm**
3-03-MC-MFM,Mountains,Milk Farm (Mountains),8,Milk Can,45,Output Resource,Milk Can**,2,N/A
3-03-MC-MFM,Mountains,Milk Farm (Mountains),8,Milk Can,N/A,Build Resource,Stone**,14,Quarry**
3-03-MC-MFM,Mountains,Milk Farm (Mountains),8,Milk Can,N/A,Build Resource,Oak Plank**,12,Sawmill**
3-03-MC-MFM,Mountains,Milk Farm (Mountains),8,Milk Can,N/A,Build Resource,Nails**,10,Fastener Factory**
3-03-MC-MFM,Mountains,Milk Farm (Mountains),8,Milk Can,N/A,Maintenance Resource,Bread**,2,Bakery**
3-03-MC-MFM,Mountains,Milk Farm (Mountains),8,Milk Can,N/A,Maintenance Resource,Fruit Punch**,2,Cafeteria**
3-03-MC-MFM,Mountains,Milk Farm (Mountains),8,Milk Can,N/A,Maintenance Resource,Horse**,2,Stable**
3-08-C-MM,Mountains,Mint (Mountains),8,Coin,45,Output Resource,Coin**,2,N/A
3-08-C-MM,Mountains,Mint (Mountains),8,Coin,N/A,Input Resource,Gold**,1,Furnace***
3-08-C-MM,Mountains,Mint (Mountains),8,Coin,N/A,Build Resource,Stone**,14,Quarry**
3-08-C-MM,Mountains,Mint (Mountains),8,Coin,N/A,Build Resource,Oak Plank**,12,Sawmill**
3-08-C-MM,Mountains,Mint (Mountains),8,Coin,N/A,Build Resource,Nails**,10,Fastener Factory**
3-08-C-MM,Mountains,Mint (Mountains),8,Coin,N/A,Maintenance Resource,Bread**,2,Bakery**
3-08-C-MM,Mountains,Mint (Mountains),8,Coin,N/A,Maintenance Resource,Fruit Punch**,2,Cafeteria**
3-08-C-MM,Mountains,Mint (Mountains),8,Coin,N/A,Maintenance Resource,Horse**,2,Stable**
3-06-OP-OLCM,Mountains,Oak Lumber Camp (Mountains),6,Oak Plank,N/A,Build Resource,Oak Plank**,1,Sawmill**
3-06-OP-OLCM,Mountains,Oak Lumber Camp (Mountains),6,Oak Plank,N/A,Maintenance Resource,None,0,None
3-06-OP-OLCM,Mountains,Oak Lumber Camp (Mountains),6,Oak Plank,120,Output Resource,Oak**,2,N/A
3-06-OP-OLCM,Mountains,Oak Lumber Camp (Mountains),6,Oak Plank,N/A,Input Resource,None,1,None
3-02-S-PFM,Mountains,Pig Farm (Mountains),9,Sausages,N/A,Input Resource,Barley**,2,Barley Farm**
3-02-S-PFM,Mountains,Pig Farm (Mountains),9,Sausages,30,Output Resource,Pig**,1,N/A
3-02-S-PFM,Mountains,Pig Farm (Mountains),9,Sausages,N/A,Build Resource,Stone**,7,Quarry**
3-02-S-PFM,Mountains,Pig Farm (Mountains),9,Sausages,N/A,Build Resource,Oak Plank**,6,Sawmill**
3-02-S-PFM,Mountains,Pig Farm (Mountains),9,Sausages,N/A,Maintenance Resource,Steak**,1,Steakhouse**
3-02-S-PFM,Mountains,Pig Farm (Mountains),9,Sausages,N/A,Maintenance Resource,Milk Can**,1,Milk Farm**
3-02-S-PFM,Mountains,Pig Farm (Mountains),9,Sausages,N/A,Maintenance Resource,Coin**,1,Mint**
3-02-S-PFM,Mountains,Pig Farm (Mountains),9,Sausages,N/A,Input Resource,Water**,1,Well**
1-02-P-PM,Mountains,Pillar (Mountains),6,Pillar,N/A,Input Resource,Any**,1,None
1-02-P-PM,Mountains,Pillar (Mountains),6,Pillar,2,Output Resource,Any**,1,N/A
1-02-P-PM,Mountains,Pillar (Mountains),6,Pillar,N/A,Build Resource,Stone**,1,Quarry**
1-02-P-PM,Mountains,Pillar (Mountains),6,Pillar,N/A,Build Resource,Oak Plank**,1,Sawmill**
1-02-P-PM,Mountains,Pillar (Mountains),6,Pillar,N/A,Maintenance Resource,None,0,None
3-00-S-QM,Mountains,Quarry (Mountains),6,Stone,N/A,Build Resource,Oak Plank**,1,Sawmill**
3-00-S-QM,Mountains,Quarry (Mountains),6,Stone,N/A,Maintenance Resource,None,0,None
3-00-S-QM,Mountains,Quarry (Mountains),6,Stone,75,Output Resource,Stone**,1,N/A
3-00-S-QM,Mountains,Quarry (Mountains),6,Stone,N/A,Input Resource,Stone**,1,Quarry**
3-10-T-RFM,Mountains,Rail Factory (Mountains),10,Train,30,Output Resource,Rails**,1,N/A
3-10-T-RFM,Mountains,Rail Factory (Mountains),10,Train,N/A,Build Resource,Stone**,11,Quarry**
3-10-T-RFM,Mountains,Rail Factory (Mountains),10,Train,N/A,Build Resource,Oak Plank**,10,Sawmill**
3-10-T-RFM,Mountains,Rail Factory (Mountains),10,Train,N/A,Build Resource,Nails**,8,Fastener Factory**
3-10-T-RFM,Mountains,Rail Factory (Mountains),10,Train,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
3-10-T-RFM,Mountains,Rail Factory (Mountains),10,Train,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
3-10-T-RFM,Mountains,Rail Factory (Mountains),10,Train,N/A,Maintenance Resource,Watch**,2,Watch Factory**
3-10-T-RFM,Mountains,Rail Factory (Mountains),10,Train,N/A,Input Resource,Steel**,1,Furnace**
3-07-FP-RPM,Mountains,Raspberry Plantation (Mountains),7,Fruit Punch,N/A,Build Resource,Stone**,3,Quarry**
3-07-FP-RPM,Mountains,Raspberry Plantation (Mountains),7,Fruit Punch,N/A,Build Resource,Oak Plank**,2,Sawmill**
3-07-FP-RPM,Mountains,Raspberry Plantation (Mountains),7,Fruit Punch,N/A,Maintenance Resource,Fish**,1,Fishery**
3-07-FP-RPM,Mountains,Raspberry Plantation (Mountains),7,Fruit Punch,N/A,Maintenance Resource,Water**,1,Well**
3-07-FP-RPM,Mountains,Raspberry Plantation (Mountains),7,Fruit Punch,N/A,Input Resource,None,1,None
3-07-FP-RPM,Mountains,Raspberry Plantation (Mountains),7,Fruit Punch,31,Output Resource,Raspberry**,2,N/A
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,N/A,Input Resource,Ammo**,1,Ammo Factory**
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,45,Output Resource,Revolver**,3,N/A
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,N/A,Input Resource,Oak Plank**,1,Sawmill**
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,N/A,Build Resource,Stone**,18,Quarry**
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,N/A,Build Resource,Oak Plank**,16,Sawmill**
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,N/A,Build Resource,Nails**,14,Fastener Factory**
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,N/A,Maintenance Resource,Steak**,2,Steakhouse**
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,N/A,Maintenance Resource,Milk Can**,2,Milk Farm**
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,N/A,Maintenance Resource,Coin**,2,Mint**
3-09-R-RFM,Mountains,Revolver Factory (Mountains),9,Revolver,N/A,Input Resource,Steel**,1,Furnace**
3-07-L-SWM,Mountains,Salt Works (Mountains),10,Lemonade,30,Output Resource,Salt**,1,N/A
3-07-L-SWM,Mountains,Salt Works (Mountains),10,Lemonade,N/A,Build Resource,Stone**,7,Quarry**
3-07-L-SWM,Mountains,Salt Works (Mountains),10,Lemonade,N/A,Build Resource,Oak Plank**,6,Sawmill**
3-07-L-SWM,Mountains,Salt Works (Mountains),10,Lemonade,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
3-07-L-SWM,Mountains,Salt Works (Mountains),10,Lemonade,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
3-07-L-SWM,Mountains,Salt Works (Mountains),10,Lemonade,N/A,Maintenance Resource,Watch**,1,Watch Factory**
3-07-L-SWM,Mountains,Salt Works (Mountains),10,Lemonade,N/A,Input Resource,Water**,1,Well**
3-03-W-SMM,Mountains,Sand Mine (Mountains),10,Windows,30,Output Resource,Sand**,1,N/A
3-03-W-SMM,Mountains,Sand Mine (Mountains),10,Windows,N/A,Build Resource,Stone**,9,Quarry**
3-03-W-SMM,Mountains,Sand Mine (Mountains),10,Windows,N/A,Build Resource,Oak Plank**,8,Sawmill**
3-03-W-SMM,Mountains,Sand Mine (Mountains),10,Windows,N/A,Build Resource,Nails**,6,Fastener Factory**
3-03-W-SMM,Mountains,Sand Mine (Mountains),10,Windows,N/A,Maintenance Resource,Sausages**,1,Butchery**
3-03-W-SMM,Mountains,Sand Mine (Mountains),10,Windows,N/A,Maintenance Resource,Schnapps**,1,Schnapps Distillery**
3-03-W-SMM,Mountains,Sand Mine (Mountains),10,Windows,N/A,Maintenance Resource,Revolver**,1,Revolver Factory**
3-03-W-SMM,Mountains,Sand Mine (Mountains),10,Windows,N/A,Input Resource,Water**,1,Well**
3-00-P-SM,Mountains,Sawmill (Mountains),6,Plank,N/A,Build Resource,Stone**,1,Quarry**
3-00-P-SM,Mountains,Sawmill (Mountains),6,Plank,N/A,Build Resource,Oak Plank**,1,Sawmill**
3-00-P-SM,Mountains,Sawmill (Mountains),6,Plank,N/A,Maintenance Resource,None,0,None
3-00-P-SM,Mountains,Sawmill (Mountains),6,Plank,30,Output Resource,Oak Plank**,4,N/A
3-00-P-SM,Mountains,Sawmill (Mountains),6,Plank,N/A,Input Resource,Oak**,1,Oak Lumber Camp**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Input Resource,Boiler**,1,Boiler Factory**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Input Resource,Cranberry**,1,Cranberry Plantation**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Input Resource,Oak Barrel**,1,Barrel Factory**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Build Resource,Stone**,18,Quarry**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Build Resource,Oak Plank**,16,Sawmill**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Build Resource,Nails**,14,Fastener Factory**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Maintenance Resource,Steak**,2,Steakhouse**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Maintenance Resource,Milk Can**,2,Milk Farm**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Maintenance Resource,Coin**,2,Mint**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,N/A,Input Resource,Raspberry**,1,Raspberry Plantation**
3-09-S-SDM,Mountains,Schnapps Distillery (Mountains),9,Schnapps,45,Output Resource,Schnapps**,3,N/A
3-10-T-SFM,Mountains,Sleeper Factory (Mountains),10,Train,N/A,Input Resource,Oak**,1,Oak Lumber Camp**
3-10-T-SFM,Mountains,Sleeper Factory (Mountains),10,Train,30,Output Resource,Sleepers**,1,N/A
3-10-T-SFM,Mountains,Sleeper Factory (Mountains),10,Train,N/A,Build Resource,Stone**,11,Quarry**
3-10-T-SFM,Mountains,Sleeper Factory (Mountains),10,Train,N/A,Build Resource,Oak Plank**,10,Sawmill**
3-10-T-SFM,Mountains,Sleeper Factory (Mountains),10,Train,N/A,Build Resource,Nails**,8,Fastener Factory**
3-10-T-SFM,Mountains,Sleeper Factory (Mountains),10,Train,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
3-10-T-SFM,Mountains,Sleeper Factory (Mountains),10,Train,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
3-10-T-SFM,Mountains,Sleeper Factory (Mountains),10,Train,N/A,Maintenance Resource,Watch**,2,Watch Factory**
3-08-C-SCM,Mountains,Sluicing Camp (Mountains),8,Coin,30,Output Resource,Gold Ore**,1,N/A
3-08-C-SCM,Mountains,Sluicing Camp (Mountains),8,Coin,N/A,Build Resource,Stone**,5,Quarry**
3-08-C-SCM,Mountains,Sluicing Camp (Mountains),8,Coin,N/A,Build Resource,Oak Plank**,4,Sawmill**
3-08-C-SCM,Mountains,Sluicing Camp (Mountains),8,Coin,N/A,Maintenance Resource,Bread**,1,Bakery**
3-08-C-SCM,Mountains,Sluicing Camp (Mountains),8,Coin,N/A,Maintenance Resource,Fruit Punch**,1,Cafeteria**
3-08-C-SCM,Mountains,Sluicing Camp (Mountains),8,Coin,N/A,Maintenance Resource,Horse**,1,Stable**
3-08-C-SCM,Mountains,Sluicing Camp (Mountains),8,Coin,N/A,Input Resource,Water**,1,Well**
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,N/A,Input Resource,Carrot**,1,Carrot Farm**
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,N/A,Input Resource,Fish**,1,Fishery**
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,45,Output Resource,Soup**,2,N/A
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,N/A,Build Resource,Stone**,13,Quarry**
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,N/A,Build Resource,Oak Plank**,12,Sawmill**
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,N/A,Build Resource,Nails**,10,Fastener Factory**
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,N/A,Maintenance Resource,Bean Pie**,2,Bakery***
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,N/A,Maintenance Resource,Whiskey**,2,Whiskey Distillery**
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,N/A,Maintenance Resource,Watch**,2,Watch Factory**
3-11-S-SKM,Mountains,Soup Kitchen (Mountains),11,Soup,N/A,Input Resource,Water**,1,Well**
3-07-H-SM,Mountains,Stable (Mountains),7,Horse,N/A,Input Resource,Foal**,2,Horse Farm**
3-07-H-SM,Mountains,Stable (Mountains),7,Horse,45,Output Resource,Horse**,2,N/A
3-07-H-SM,Mountains,Stable (Mountains),7,Horse,N/A,Build Resource,Stone**,6,Quarry**
3-07-H-SM,Mountains,Stable (Mountains),7,Horse,N/A,Build Resource,Oak Plank**,4,Sawmill**
3-07-H-SM,Mountains,Stable (Mountains),7,Horse,N/A,Maintenance Resource,Fish**,2,Fishery**
3-07-H-SM,Mountains,Stable (Mountains),7,Horse,N/A,Maintenance Resource,Water**,2,Well**
3-03-SL-SM,Mountains,Steakhouse (Mountains),8,Steak & Leather,N/A,Input Resource,Goat**,1,Goat Farm**
3-03-SL-SM,Mountains,Steakhouse (Mountains),8,Steak & Leather,N/A,Build Resource,Stone**,7,Quarry**
3-03-SL-SM,Mountains,Steakhouse (Mountains),8,Steak & Leather,N/A,Build Resource,Oak Plank**,6,Sawmill**
3-03-SL-SM,Mountains,Steakhouse (Mountains),8,Steak & Leather,N/A,Maintenance Resource,Bread**,2,Bakery**
3-03-SL-SM,Mountains,Steakhouse (Mountains),8,Steak & Leather,N/A,Maintenance Resource,Fruit Punch**,2,Cafeteria**
3-03-SL-SM,Mountains,Steakhouse (Mountains),8,Steak & Leather,N/A,Maintenance Resource,Horse**,2,Stable**
3-03-SL-SM,Mountains,Steakhouse (Mountains),8,Steak & Leather,45,Output Resource,Steak**,2,N/A
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,N/A,Input Resource,Boiler**,1,Boiler Factory**
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,N/A,Input Resource,Chain**,1,Chain Factory**
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,N/A,Input Resource,Gear**,1,Gear Factory**
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,N/A,Build Resource,Stone**,14,Quarry**
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,N/A,Build Resource,Oak Plank**,12,Sawmill**
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,N/A,Build Resource,Nails**,10,Fastener Factory**
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,N/A,Maintenance Resource,Steak**,3,Steakhouse**
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,N/A,Maintenance Resource,Milk Can**,3,Milk Farm**
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,N/A,Maintenance Resource,Coin**,3,Mint**
3-06-SE-SEFM,Mountains,Steam Engine Factory (Mountains),9,Steam Engine,45,Output Resource,Steam Engine**,1,N/A
1-05-C-SLQM,Mountains,Steam Mission,0,Port,0,Output Resource,Boiler**,1,N/A
1-05-C-SLQM,Mountains,Steam Mission,0,Port,0,Output Resource,Copper**,1,N/A
1-00-S-SM,Mountains,Storage (Mountains),6,Storage,N/A,Input Resource,Any**,1,None
1-00-S-SM,Mountains,Storage (Mountains),6,Storage,0,Output Resource,Any**,1,N/A
1-00-S-SM,Mountains,Storage (Mountains),6,Storage,N/A,Build Resource,Stone**,4,Quarry**
1-00-S-SM,Mountains,Storage (Mountains),6,Storage,N/A,Build Resource,Oak Plank**,2,Sawmill**
1-00-S-SM,Mountains,Storage (Mountains),6,Storage,N/A,Maintenance Resource,None,0,None
3-09-S-SMM,Mountains,Sulfur Mine (Mountains),9,Sulfur,N/A,Input Resource,None,1,None
3-09-S-SMM,Mountains,Sulfur Mine (Mountains),9,Sulfur,N/A,Build Resource,Stone**,7,Quarry**
3-09-S-SMM,Mountains,Sulfur Mine (Mountains),9,Sulfur,N/A,Build Resource,Oak Plank**,6,Sawmill**
3-09-S-SMM,Mountains,Sulfur Mine (Mountains),9,Sulfur,N/A,Maintenance Resource,Steak**,1,Steakhouse**
3-09-S-SMM,Mountains,Sulfur Mine (Mountains),9,Sulfur,N/A,Maintenance Resource,Milk Can**,1,Milk Farm**
3-09-S-SMM,Mountains,Sulfur Mine (Mountains),9,Sulfur,N/A,Maintenance Resource,Coin**,1,Mint**
3-09-S-SMM,Mountains,Sulfur Mine (Mountains),9,Sulfur,42,Output Resource,Sulfer**,2,N/A
3-11-C-TPM,Mountains,Tobacco Plantation (Mountains),11,Cigars,N/A,Input Resource,None,1,None
3-11-C-TPM,Mountains,Tobacco Plantation (Mountains),11,Cigars,N/A,Build Resource,Stone**,11,Quarry**
3-11-C-TPM,Mountains,Tobacco Plantation (Mountains),11,Cigars,N/A,Build Resource,Oak Plank**,10,Sawmill**
3-11-C-TPM,Mountains,Tobacco Plantation (Mountains),11,Cigars,N/A,Build Resource,Nails**,8,Fastener Factory**
3-11-C-TPM,Mountains,Tobacco Plantation (Mountains),11,Cigars,N/A,Maintenance Resource,Bean Pie**,1,Bakery***
3-11-C-TPM,Mountains,Tobacco Plantation (Mountains),11,Cigars,N/A,Maintenance Resource,Whiskey**,1,Whiskey Distillery**
3-11-C-TPM,Mountains,Tobacco Plantation (Mountains),11,Cigars,N/A,Maintenance Resource,Watch**,1,Watch Factory**
3-11-C-TPM,Mountains,Tobacco Plantation (Mountains),11,Cigars,45,Output Resource,Tobacco**,1,N/A
3-10-W-WFM,Mountains,Watch Factory (Mountains),10,Watch,N/A,Input Resource,Glass**,1,Glassmakers**
3-10-W-WFM,Mountains,Watch Factory (Mountains),10,Watch,N/A,Input Resource,Gold**,2,Furnace***
3-10-W-WFM,Mountains,Watch Factory (Mountains),10,Watch,N/A,Build Resource,Stone**,22,Quarry**
3-10-W-WFM,Mountains,Watch Factory (Mountains),10,Watch,N/A,Build Resource,Oak Plank**,20,Sawmill**
3-10-W-WFM,Mountains,Watch Factory (Mountains),10,Watch,N/A,Build Resource,Nails**,18,Fastener Factory**
3-10-W-WFM,Mountains,Watch Factory (Mountains),10,Watch,N/A,Maintenance Resource,Sausages**,2,Butchery**
3-10-W-WFM,Mountains,Watch Factory (Mountains),10,Watch,N/A,Maintenance Resource,Schnapps**,2,Schnapps Distillery**
3-10-W-WFM,Mountains,Watch Factory (Mountains),10,Watch,N/A,Maintenance Resource,Revolver**,2,Revolver Factory**
3-10-W-WFM,Mountains,Watch Factory (Mountains),10,Watch,45,Output Resource,Watch**,2,N/A
3-07-B-WMM,Mountains,Water Mill (Mountains),7,Bread,N/A,Input Resource,Barley**,1,Barley Farm**
3-07-B-WMM,Mountains,Water Mill (Mountains),7,Bread,30,Output Resource,Barley Meal**,2,N/A
3-07-B-WMM,Mountains,Water Mill (Mountains),7,Bread,N/A,Build Resource,Stone**,3,Quarry**
3-07-B-WMM,Mountains,Water Mill (Mountains),7,Bread,N/A,Build Resource,Oak Plank**,2,Sawmill**
3-07-B-WMM,Mountains,Water Mill (Mountains),7,Bread,N/A,Maintenance Resource,Fish**,1,Fishery**
3-07-B-WMM,Mountains,Water Mill (Mountains),7,Bread,N/A,Maintenance Resource,Water**,1,Well**
3-00-W-WM,Mountains,Well (Mountains),6,Water,N/A,Build Resource,Oak Plank**,1,Sawmill**
3-00-W-WM,Mountains,Well (Mountains),6,Water,N/A,Maintenance Resource,None,0,None
3-00-W-WM,Mountains,Well (Mountains),6,Water,N/A,Input Resource,Water**,1,Well**
3-00-W-WM,Mountains,Well (Mountains),6,Water,15,Output Resource,Water**,1,N/A
3-10-W-WDM,Mountains,Whiskey Distillery (Mountains),10,Whiskey,N/A,Input Resource,Barley**,1,Barley Farm**
3-10-W-WDM,Mountains,Whiskey Distillery (Mountains),10,Whiskey,N/A,Input Resource,Oak Barrel**,1,Barrel Factory**
3-10-W-WDM,Mountains,Whiskey Distillery (Mountains),10,Whiskey,N/A,Build Resource,Stone**,11,Quarry**
3-10-W-WDM,Mountains,Whiskey Distillery (Mountains),10,Whiskey,N/A,Build Resource,Oak Plank**,10,Sawmill**
3-10-W-WDM,Mountains,Whiskey Distillery (Mountains),10,Whiskey,N/A,Build Resource,Nails**,8,Fastener Factory**
3-10-W-WDM,Mountains,Whiskey Distillery (Mountains),10,Whiskey,N/A,Maintenance Resource,Sausages**,2,Butchery**
3-10-W-WDM,Mountains,Whiskey Distillery (Mountains),10,Whiskey,N/A,Maintenance Resource,Schnapps**,2,Schnapps Distillery**
3-10-W-WDM,Mountains,Whiskey Distillery (Mountains),10,Whiskey,N/A,Maintenance Resource,Revolver**,2,Revolver Factory**
3-10-W-WDM,Mountains,Whiskey Distillery (Mountains),10,Whiskey,45,Output Resource,Whiskey**,2,N/A
